Id,LotArea,Street,Alley,Utilities,Neighborhood,BldgType,HouseStyle,YearBuilt,RoofStyle,Foundation,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,SaleCondition,SalePrice
203,7000,Pave,,AllPub,OldTown,1Fam,1.5Fin,1924,Gable,BrkTil,SBrkr,1310,2,2,1,0,1,Normal,112000
204,4438,Pave,,AllPub,CollgCr,TwnhsE,1Story,2004,Gable,PConc,SBrkr,848,1,1,1,1,2,Normal,149000
205,3500,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,1947,Gable,CBlock,SBrkr,1284,1,2,1,0,1,Normal,110000
206,11851,Pave,,AllPub,Gilbert,1Fam,1Story,1990,Gable,PConc,SBrkr,1442,2,3,1,0,2,Normal,180500
207,13673,Pave,,AllPub,Sawyer,1Fam,1Story,1962,Gable,CBlock,SBrkr,1696,1,3,1,1,1,Normal,143900
208,12493,Pave,,AllPub,NAmes,1Fam,1Story,1960,Gable,PConc,SBrkr,1100,1,3,1,1,1,Normal,141000
209,14364,Pave,,AllPub,SawyerW,1Fam,2Story,1988,Gable,CBlock,SBrkr,2062,2,3,1,1,2,Normal,277000
210,8250,Pave,,AllPub,NAmes,1Fam,1Story,1964,Hip,CBlock,SBrkr,1092,1,3,1,0,2,Normal,145000
211,5604,Pave,,AllPub,Edwards,1Fam,1Story,1925,Gable,CBlock,FuseA,864,1,2,1,0,0,Normal,98000
212,10420,Pave,,AllPub,Edwards,1Fam,1Story,2009,Gable,PConc,SBrkr,1212,2,3,1,0,2,Normal,186000
213,8640,Pave,,AllPub,Somerst,1Fam,2Story,2009,Gable,PConc,SBrkr,1852,2,3,1,1,2,Partial,252678
214,13568,Pave,,AllPub,CollgCr,1Fam,1Story,1995,Gable,PConc,SBrkr,990,1,3,1,0,2,Normal,156000
215,10900,Pave,,AllPub,CollgCr,1Fam,2Story,1977,Gable,CBlock,SBrkr,1392,1,3,1,0,1,Normal,161750
216,10011,Pave,,AllPub,NAmes,1Fam,1Story,1957,Gable,CBlock,SBrkr,1236,1,2,1,1,1,Normal,134450
217,8450,Pave,,AllPub,CollgCr,1Fam,1Story,2004,Gable,PConc,SBrkr,1436,2,3,1,0,2,Normal,210000
218,9906,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1925,Gable,CBlock,SBrkr,1328,1,3,1,0,1,Family,107000
219,15660,Pave,,AllPub,Crawfor,1Fam,1.5Fin,1939,Gable,CBlock,SBrkr,1954,1,3,1,2,2,Normal,311500
220,3010,Pave,,AllPub,Blmngtn,TwnhsE,1Story,2005,Gable,PConc,SBrkr,1248,2,2,1,0,2,Partial,167240
221,8990,Pave,,AllPub,CollgCr,1Fam,1Story,2006,Gable,PConc,SBrkr,1498,2,2,1,0,2,Partial,204900
222,8068,Pave,,AllPub,Gilbert,1Fam,2Story,2002,Gable,PConc,SBrkr,2267,2,4,1,1,2,Normal,200000
223,11475,Pave,,AllPub,NWAmes,1Fam,2Story,1975,Gable,CBlock,SBrkr,1552,2,3,1,1,2,Normal,179900
224,10500,Pave,,AllPub,NAmes,1Fam,1Story,1971,Gable,CBlock,SBrkr,864,1,2,1,0,2,Abnorml,97000
225,13472,Pave,,AllPub,NridgHt,1Fam,1Story,2003,Hip,PConc,SBrkr,2392,2,3,1,1,3,Normal,386250
226,1680,Pave,,AllPub,BrDale,Twnhs,2Story,1971,Gable,CBlock,SBrkr,1302,2,3,1,0,1,Abnorml,112000
227,9950,Pave,,AllPub,NoRidge,1Fam,2Story,1995,Gable,PConc,SBrkr,2520,2,4,1,1,3,Abnorml,290000
228,1869,Pave,,AllPub,BrDale,Twnhs,2Story,1970,Gable,CBlock,SBrkr,987,1,2,1,0,1,Normal,106000
229,8521,Pave,,AllPub,Sawyer,1Fam,1Story,1967,Gable,CBlock,SBrkr,912,1,3,1,1,1,Normal,125000
230,3182,Pave,,AllPub,Blmngtn,TwnhsE,1Story,2005,Gable,PConc,SBrkr,1555,2,2,1,1,2,Normal,192500
231,8760,Pave,,AllPub,NAmes,1Fam,1Story,1959,Hip,CBlock,SBrkr,1194,1,3,1,0,1,Normal,148000
232,15138,Pave,,AllPub,NoRidge,1Fam,2Story,1995,Gable,PConc,SBrkr,2794,2,4,1,1,3,Normal,403000
233,1680,Pave,,AllPub,BrDale,Twnhs,2Story,1972,Gable,CBlock,SBrkr,987,1,2,1,1,1,Normal,94500
234,10650,Pave,,AllPub,CollgCr,1Fam,1Story,1976,Gable,CBlock,SBrkr,894,1,3,1,0,1,Normal,128200
235,7851,Pave,,AllPub,Gilbert,1Fam,2Story,2002,Gable,PConc,SBrkr,1960,2,4,1,2,2,Normal,216500
236,1680,Pave,,AllPub,BrDale,TwnhsE,2Story,1971,Gable,CBlock,SBrkr,987,1,2,1,0,1,Normal,89500
237,8773,Pave,,AllPub,CollgCr,1Fam,1Story,2004,Gable,PConc,SBrkr,1414,2,3,1,0,2,Normal,185500
238,9453,Pave,,AllPub,SawyerW,1Fam,2Story,1993,Gable,PConc,SBrkr,1744,2,3,1,0,2,Normal,194500
239,12030,Pave,,AllPub,NridgHt,1Fam,1Story,2007,Hip,PConc,SBrkr,1694,2,3,1,0,3,Partial,318000
240,8741,Pave,,AllPub,Edwards,1Fam,1.5Fin,1945,Gable,CBlock,FuseA,1487,1,3,1,1,1,Normal,113000
241,9000,Pave,,AllPub,Somerst,1Fam,1Story,2008,Gable,PConc,SBrkr,1566,2,3,1,0,2,Normal,262500
242,3880,Pave,,AllPub,OldTown,1Fam,1Story,1945,Gable,CBlock,SBrkr,866,1,2,1,0,0,Normal,110500
243,5000,Pave,,AllPub,OldTown,1Fam,1.5Fin,1900,Gable,BrkTil,FuseA,1440,1,3,1,0,1,Normal,79000
244,10762,Pave,,AllPub,SawyerW,TwnhsE,2Story,1980,Gable,CBlock,SBrkr,1217,1,3,1,1,1,Normal,120000
245,8880,Pave,,AllPub,SawyerW,1Fam,2Story,1994,Gable,PConc,SBrkr,2110,2,3,1,2,2,Normal,205000
246,10400,Pave,,AllPub,NWAmes,1Fam,1Story,1988,Gable,CBlock,SBrkr,1872,2,3,1,1,2,Normal,241500
247,9142,Pave,Grvl,AllPub,OldTown,2fmCon,2Story,1910,Gable,Stone,FuseP,1928,2,4,2,0,1,Normal,137000
248,11310,Pave,,AllPub,NAmes,1Fam,1Story,1954,Hip,CBlock,SBrkr,1375,1,2,1,1,2,Normal,140000
249,11317,Pave,,AllPub,CollgCr,1Fam,2Story,2003,Gable,PConc,SBrkr,1668,2,3,1,0,2,Normal,180000
250,159000,Pave,,AllPub,ClearCr,1Fam,1.5Fin,1958,Gable,CBlock,SBrkr,2144,2,4,1,2,2,Normal,277000
251,5350,Pave,,AllPub,BrkSide,1Fam,1Story,1940,Gable,CBlock,SBrkr,1306,1,3,1,0,0,Normal,76500
252,4750,Pave,,AllPub,Crawfor,TwnhsE,1Story,2006,Hip,PConc,SBrkr,1625,2,2,1,1,2,Family,235000
253,8366,Pave,,AllPub,SawyerW,1Fam,2Story,2004,Gable,PConc,SBrkr,1640,2,3,1,0,2,Normal,173000
254,9350,Pave,,AllPub,NAmes,1Fam,SLvl,1964,Hip,CBlock,SBrkr,1302,2,3,1,0,1,Normal,158000
255,8400,Pave,,AllPub,NAmes,1Fam,1Story,1957,Gable,CBlock,SBrkr,1314,1,3,1,0,1,Normal,145000
256,8738,Pave,,AllPub,Gilbert,1Fam,2Story,1999,Gable,PConc,SBrkr,2291,2,4,1,1,2,Normal,230000
257,8791,Pave,,AllPub,Somerst,1Fam,2Story,2003,Gable,PConc,SBrkr,1728,2,3,1,0,2,Normal,207500
258,8814,Pave,,AllPub,CollgCr,1Fam,1Story,2006,Gable,PConc,SBrkr,1604,2,3,1,1,2,Abnorml,220000
259,12435,Pave,,AllPub,CollgCr,1Fam,2Story,2001,Gable,PConc,SBrkr,1792,2,3,1,1,2,Normal,231500
260,12702,Pave,,AllPub,OldTown,1Fam,1Story,1956,Gable,PConc,FuseA,882,1,2,1,0,1,Normal,97000
261,19296,Pave,,AllPub,NAmes,1Fam,SLvl,1962,Gable,CBlock,SBrkr,1382,1,3,1,1,2,Normal,176000
262,9588,Pave,,AllPub,CollgCr,1Fam,2Story,2007,Gable,PConc,SBrkr,2574,2,3,1,1,3,Partial,276000
263,8471,Pave,,AllPub,Sawyer,1Fam,SLvl,1977,Gable,CBlock,SBrkr,1212,1,3,1,1,2,Normal,151000
264,5500,Pave,,AllPub,OldTown,1Fam,1.5Fin,1929,Gable,BrkTil,SBrkr,1316,1,3,1,0,2,Normal,130000
265,5232,Pave,Grvl,AllPub,OldTown,1Fam,1Story,1925,Gable,BrkTil,FuseP,764,1,2,1,0,2,Normal,73000
266,12090,Pave,,AllPub,NWAmes,1Fam,1Story,1981,Gable,CBlock,SBrkr,1422,2,3,1,1,2,Normal,175500
267,11207,Pave,,AllPub,Gilbert,1Fam,2Story,1997,Gable,PConc,SBrkr,1511,2,3,1,1,2,Normal,185000
268,8400,Pave,,AllPub,SWISU,1Fam,2.5Fin,1939,Gable,PConc,SBrkr,2192,2,4,1,1,1,Normal,179500
269,6900,Pave,,AllPub,IDOTRR,1Fam,1Story,1940,Gable,CBlock,SBrkr,778,1,2,1,1,1,Normal,120500
270,7917,Pave,,AllPub,Edwards,1Fam,1Story,1976,Hip,CBlock,SBrkr,1113,1,3,1,1,1,Normal,148000
271,10728,Pave,,AllPub,Somerst,1Fam,2Story,2006,Gable,PConc,SBrkr,1939,2,3,1,1,3,Partial,266000
272,39104,Pave,,AllPub,ClearCr,1Fam,1Story,1954,Flat,CBlock,SBrkr,1363,1,2,1,2,2,Normal,241500
273,11764,Pave,,AllPub,NoRidge,1Fam,2Story,1999,Gable,PConc,SBrkr,2270,2,4,1,1,3,Normal,290000
274,9600,Pave,,AllPub,NAmes,1Fam,1Story,1958,Hip,CBlock,SBrkr,1632,2,3,1,1,1,Normal,139000
275,8314,Pave,,AllPub,Mitchel,1Fam,1Story,1982,Gable,CBlock,SBrkr,816,1,2,1,0,1,Normal,124500
276,7264,Pave,,AllPub,BrkSide,1Fam,1.5Fin,1925,Gable,BrkTil,SBrkr,1548,2,3,1,0,2,Normal,205000
277,9196,Pave,,AllPub,Mitchel,1Fam,1Story,2003,Gable,PConc,SBrkr,1560,2,3,1,0,2,Normal,201000
278,19138,Pave,,AllPub,Gilbert,1Fam,1Story,1951,Gable,CBlock,SBrkr,864,1,2,1,0,2,Normal,141000
279,14450,Pave,,AllPub,NridgHt,1Fam,1Story,2006,Gable,PConc,SBrkr,2121,2,3,1,1,3,Partial,415298
280,10005,Pave,,AllPub,ClearCr,1Fam,2Story,1977,Hip,CBlock,SBrkr,2022,2,4,1,1,2,Normal,192000
281,11287,Pave,,AllPub,SawyerW,1Fam,2Story,1989,Gable,CBlock,SBrkr,1982,2,3,1,1,2,Normal,228500
282,7200,Pave,Pave,AllPub,Somerst,1Fam,1Story,2006,Gable,PConc,SBrkr,1262,2,2,1,0,2,Partial,185000
283,5063,Pave,,AllPub,NridgHt,Twnhs,1Story,2007,Gable,PConc,SBrkr,1314,2,2,1,1,2,Normal,207500
284,9612,Pave,,AllPub,Somerst,1Fam,1Story,2008,Gable,PConc,SBrkr,1468,2,3,1,1,3,Partial,244600
285,8012,Pave,,AllPub,SawyerW,TwnhsE,1Story,1992,Gable,PConc,SBrkr,1575,2,2,1,0,2,Normal,179200
286,4251,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,2006,Gable,PConc,SBrkr,1250,2,2,1,0,2,Partial,164700
287,9786,Pave,,AllPub,NAmes,1Fam,1.5Fin,1962,Gable,CBlock,SBrkr,1734,1,3,1,1,2,Normal,159000
288,8125,Pave,,AllPub,NAmes,1Fam,1Story,1971,Gable,CBlock,SBrkr,858,1,3,1,0,0,Normal,88000
289,9819,Pave,,AllPub,Sawyer,1Fam,1Story,1967,Gable,CBlock,SBrkr,900,1,3,1,0,1,Normal,122000
290,8730,Pave,,AllPub,BrkSide,1Fam,2Story,1915,Gable,BrkTil,FuseA,1396,1,3,1,0,1,Normal,153575
291,15611,Pave,,AllPub,CollgCr,1Fam,2Story,2006,Gable,PConc,SBrkr,1919,2,3,1,1,2,Partial,233230
292,5687,Pave,Grvl,AllPub,SWISU,2fmCon,2Story,1912,Gable,PConc,SBrkr,1716,2,6,1,0,0,Normal,135900
293,11409,Pave,,AllPub,Edwards,1Fam,1.5Fin,1949,Gable,CBlock,SBrkr,1716,1,3,1,1,1,Normal,131000
294,16659,Pave,,AllPub,NWAmes,1Fam,2Story,1977,Gable,CBlock,SBrkr,2263,2,3,1,1,2,Normal,235000
295,9600,Pave,,AllPub,NAmes,1Fam,1Story,1953,Hip,CBlock,SBrkr,1644,1,3,1,2,2,Normal,167000
296,7937,Pave,,AllPub,Mitchel,1Fam,SLvl,1984,Gable,CBlock,SBrkr,1003,1,3,1,0,2,Normal,142500
297,13710,Pave,,AllPub,IDOTRR,1Fam,1.5Fin,1950,Gable,CBlock,FuseA,1558,1,4,1,0,1,Normal,152000
298,7399,Pave,Pave,AllPub,Somerst,1Fam,2Story,1997,Hip,PConc,SBrkr,1950,2,3,1,1,2,Normal,239000
299,11700,Pave,,AllPub,NWAmes,1Fam,2Story,1968,Mansard,CBlock,SBrkr,1743,1,3,1,1,2,Normal,175000
300,14000,Pave,,AllPub,Crawfor,1Fam,1Story,1950,Gable,CBlock,SBrkr,1152,1,3,1,1,1,Family,158500
301,15750,Pave,,AllPub,Crawfor,2fmCon,1Story,1953,Hip,CBlock,SBrkr,1336,1,2,1,2,1,Normal,157000
302,16226,Pave,,AllPub,CollgCr,1Fam,2Story,1998,Gable,PConc,SBrkr,2452,2,4,1,1,2,Normal,267000
303,13704,Pave,,AllPub,CollgCr,1Fam,1Story,2001,Gable,PConc,SBrkr,1541,2,3,1,1,3,Normal,205000
304,9800,Pave,,AllPub,CollgCr,1Fam,1Story,1972,Gable,PConc,SBrkr,894,1,3,1,0,2,Abnorml,149900
305,18386,Pave,,AllPub,OldTown,1Fam,2.5Fin,1880,Gable,BrkTil,SBrkr,3493,3,3,1,1,3,Normal,295000
306,10386,Pave,,AllPub,CollgCr,1Fam,1Story,2004,Gable,PConc,SBrkr,2000,2,3,1,0,3,Normal,305900
307,13474,Pave,,AllPub,SawyerW,1Fam,2Story,1990,Gable,CBlock,SBrkr,2243,2,4,1,1,3,Normal,225000
308,7920,Pave,Grvl,AllPub,IDOTRR,1Fam,1.5Fin,1920,Gable,CBlock,FuseA,1406,1,3,1,0,0,Normal,89500
309,12342,Pave,,AllPub,Edwards,1Fam,1Story,1940,Gable,CBlock,SBrkr,861,1,1,1,0,2,Normal,82500
310,12378,Pave,,AllPub,NridgHt,1Fam,1Story,2003,Gable,PConc,SBrkr,1944,2,3,1,3,3,Normal,360000
311,7685,Pave,,AllPub,Gilbert,1Fam,2Story,1993,Gable,PConc,SBrkr,1501,2,3,1,1,2,Normal,165600
312,8000,Pave,,AllPub,NAmes,1Fam,1Story,1948,Gable,CBlock,SBrkr,972,1,2,1,1,1,Normal,132000
313,7800,Pave,,AllPub,OldTown,2fmCon,1.5Fin,1939,Gable,CBlock,SBrkr,1118,1,3,1,1,2,Normal,119900
314,215245,Pave,,AllPub,Timber,1Fam,1Story,1965,Hip,CBlock,SBrkr,2036,2,3,1,2,2,Normal,375000
315,9600,Pave,Grvl,AllPub,OldTown,1Fam,2Story,1925,Gable,BrkTil,SBrkr,1641,1,3,1,1,2,Normal,178000
316,7795,Pave,,AllPub,Gilbert,1Fam,2Story,2004,Gable,PConc,SBrkr,1432,2,3,1,1,2,Normal,188500
317,13005,Pave,,AllPub,NWAmes,1Fam,2Story,1980,Gable,CBlock,SBrkr,2353,2,4,1,1,2,Normal,260000
318,9000,Pave,,AllPub,Somerst,1Fam,2Story,2006,Gable,PConc,SBrkr,1959,2,3,1,1,3,Normal,270000
319,9900,Pave,,AllPub,NoRidge,1Fam,2Story,1993,Gable,PConc,SBrkr,2646,2,4,1,1,3,Normal,260000
320,14115,Pave,,AllPub,NWAmes,1Fam,SLvl,1980,Gable,CBlock,SBrkr,1472,2,3,1,2,2,Normal,187500
321,16259,Pave,,AllPub,NridgHt,1Fam,2Story,2006,Gable,PConc,SBrkr,2596,3,4,1,0,3,Partial,342643
322,12099,Pave,,AllPub,NridgHt,1Fam,2Story,2004,Gable,PConc,SBrkr,2468,2,4,1,1,3,Normal,354000
323,10380,Pave,,AllPub,SawyerW,1Fam,2Story,1986,Gable,CBlock,SBrkr,2730,2,4,1,1,2,Normal,301000
324,5820,Pave,,AllPub,OldTown,1Fam,1Story,1955,Gable,CBlock,SBrkr,1163,1,3,1,0,1,Normal,126175
325,11275,Pave,,AllPub,NAmes,1Fam,SLvl,1967,Mansard,CBlock,SBrkr,2978,2,5,1,1,2,Normal,242000
326,5000,Pave,,AllPub,IDOTRR,1Fam,1.5Unf,1941,Gable,CBlock,FuseF,803,1,2,1,0,2,Normal,87000
327,10846,Pave,,AllPub,Veenker,TwnhsE,1Story,1993,Gable,PConc,SBrkr,1719,1,1,1,2,2,Normal,324000
328,11600,Pave,,AllPub,NAmes,1Fam,1Story,1960,Hip,CBlock,SBrkr,1383,1,3,1,0,1,Normal,145250
329,11888,Pave,Pave,AllPub,BrkSide,1Fam,2.5Unf,1916,Gable,BrkTil,FuseA,2134,2,5,1,0,2,Normal,214500
330,6402,Pave,,AllPub,IDOTRR,1Fam,2Story,1920,Gable,PConc,SBrkr,1192,1,3,1,0,1,Normal,78000
331,10624,Pave,,AllPub,NAmes,Duplex,1Story,1964,Gable,CBlock,SBrkr,1728,2,6,2,0,1,Normal,119000
332,8176,Pave,,AllPub,NAmes,1Fam,1Story,1958,Gable,CBlock,SBrkr,1056,1,3,1,0,1,Normal,139000
333,10655,Pave,,,,,,,,,,,,,,,,Normal,284000
334,8198,Pave,,,,,,,,,,,,,,,,Normal,207000
335,9042,Pave,,,,,,,,,,,,,,,,Normal,192000
336,164660,Grvl,,AllPub,Timber,2fmCon,1.5Fin,1965,Gable,CBlock,SBrkr,1786,2,3,1,2,2,Normal,228950
337,14157,Pave,,,StoneBr,1Fam,1Story,2005,Hip,PConc,SBrkr,1922,2,3,1,1,3,Normal,377426
338,9135,Pave,,AllPub,CollgCr,1Fam,1Story,2002,Gable,PConc,SBrkr,1536,2,3,1,0,2,Normal,214000
339,14145,Pave,,AllPub,NWAmes,1Fam,1Story,1984,Gable,CBlock,SBrkr,1621,2,3,1,0,2,Normal,202500
340,12400,Pave,,AllPub,NAmes,1Fam,1Story,1958,Hip,CBlock,FuseA,1215,1,3,1,0,1,Normal,155000
341,14191,Pave,,AllPub,Timber,1Fam,2Story,2002,Gable,PConc,SBrkr,1908,2,4,1,0,2,Normal,202900
342,8400,Pave,,AllPub,SawyerW,1Fam,1Story,1950,Gable,CBlock,SBrkr,841,1,2,1,0,1,Normal,82000
343,8544,Pave,,AllPub,NAmes,Duplex,1Story,1949,Gable,Slab,FuseA,1040,2,2,2,0,2,Normal,87500
344,8849,Pave,,AllPub,NridgHt,TwnhsE,1Story,2005,Hip,PConc,SBrkr,1684,2,2,1,1,2,Normal,266000
345,2592,Pave,,AllPub,MeadowV,TwnhsE,2Story,1976,Gable,CBlock,SBrkr,1112,1,3,1,0,1,Normal,85000
346,6435,Pave,,AllPub,BrkSide,1Fam,1.5Fin,1939,Gable,BrkTil,SBrkr,1577,1,3,1,1,1,Normal,140200
347,12772,Pave,,AllPub,NAmes,1Fam,1Story,1960,Hip,CBlock,SBrkr,958,1,2,1,0,1,Normal,151500
348,17600,Pave,,AllPub,NAmes,1Fam,1Story,1960,Gable,CBlock,FuseA,1478,2,3,1,2,2,Normal,157500
349,2448,Pave,,AllPub,NridgHt,Twnhs,2Story,2003,Gable,PConc,SBrkr,1626,2,2,1,0,2,Normal,154000
350,20431,Pave,,AllPub,NridgHt,1Fam,2Story,2005,Hip,PConc,SBrkr,2728,2,4,1,2,3,Partial,437154
351,7820,Pave,,AllPub,NridgHt,TwnhsE,1Story,2007,Hip,PConc,SBrkr,1869,2,2,1,1,2,Partial,318061
352,5271,Pave,,AllPub,ClearCr,1Fam,1Story,1986,Gable,PConc,SBrkr,1453,1,2,1,1,2,Abnorml,190000
353,9084,Pave,,AllPub,Edwards,1Fam,1.5Fin,1941,Gable,CBlock,SBrkr,1111,1,3,1,0,1,Normal,95000
354,8520,Pave,,AllPub,OldTown,1Fam,1Story,1928,Gable,BrkTil,SBrkr,720,1,2,1,0,2,Normal,105900
355,8400,Pave,,AllPub,SWISU,1Fam,1.5Fin,1940,Gable,CBlock,SBrkr,1595,1,2,1,2,1,Normal,140000
356,11249,Pave,,AllPub,CollgCr,1Fam,1Story,1995,Gable,PConc,SBrkr,1200,2,3,1,0,2,Normal,177500
357,9248,Pave,,AllPub,Gilbert,1Fam,1Story,1992,Gable,PConc,SBrkr,1167,2,3,1,0,2,Normal,173000
358,4224,Pave,,AllPub,MeadowV,TwnhsE,1Story,1976,Gable,PConc,SBrkr,1142,1,3,1,1,2,Normal,134000
359,6930,Pave,,AllPub,ClearCr,1Fam,SLvl,1958,Hip,CBlock,FuseF,1352,1,3,1,0,1,Abnorml,130000
360,12011,Pave,,AllPub,NoRidge,1Fam,2Story,1998,Gable,PConc,SBrkr,1924,2,3,1,1,2,Normal,280000
361,7540,Pave,,AllPub,Mitchel,1Fam,SFoyer,1978,Gable,CBlock,SBrkr,912,1,2,1,1,2,Normal,156000
362,9144,Pave,Pave,AllPub,BrkSide,1Fam,1.5Fin,1940,Gable,CBlock,SBrkr,1505,1,3,1,0,1,Normal,145000
363,7301,Pave,,AllPub,Edwards,1Fam,SFoyer,2003,Gable,Slab,SBrkr,1922,3,4,1,1,2,Normal,198500
364,1680,Pave,,AllPub,BrDale,Twnhs,2Story,1972,Gable,CBlock,SBrkr,987,1,2,1,0,1,Normal,118000
365,18800,Pave,,AllPub,NWAmes,1Fam,2Story,1976,Gable,PConc,SBrkr,1574,2,3,1,1,2,Normal,190000
366,10690,Pave,,AllPub,IDOTRR,1Fam,2Story,1920,Hip,CBlock,FuseA,1344,1,3,1,0,1,Normal,147000
367,9500,Pave,,AllPub,NAmes,1Fam,1Story,1963,Gable,CBlock,SBrkr,1394,1,3,1,2,2,Normal,159000
368,9150,Pave,,AllPub,NAmes,1Fam,SLvl,1962,Gable,CBlock,SBrkr,1431,1,3,1,1,1,Normal,165000
369,7800,Pave,,AllPub,NAmes,1Fam,1Story,1954,Gable,PConc,SBrkr,1268,1,2,1,1,1,Normal,132000
370,9830,Pave,,AllPub,NAmes,1Fam,1Story,1959,Gable,CBlock,SBrkr,1287,1,3,1,1,2,Normal,162000
371,8121,Pave,,AllPub,Gilbert,1Fam,2Story,2000,Gable,PConc,SBrkr,1664,2,3,1,1,2,Normal,172400
372,17120,Pave,,AllPub,ClearCr,1Fam,1.5Fin,1959,Gable,CBlock,SBrkr,1588,2,4,1,1,2,Normal,134432
373,7175,Pave,,AllPub,SawyerW,TwnhsE,1Story,1984,Gable,CBlock,SBrkr,752,1,2,1,0,1,Normal,125000
374,10634,Pave,,AllPub,NAmes,1Fam,1Story,1953,Gable,PConc,SBrkr,1319,1,3,1,0,1,Normal,123000
375,8200,Pave,,AllPub,CollgCr,1Fam,2Story,2003,Gable,PConc,SBrkr,1928,2,4,1,1,2,Normal,219500
376,10020,Pave,,AllPub,Edwards,1Fam,1Story,1922,Gable,BrkTil,FuseA,904,0,1,1,0,0,Normal,61000
377,8846,Pave,,AllPub,CollgCr,1Fam,SFoyer,1996,Gable,PConc,SBrkr,914,1,2,1,0,2,Normal,148000
378,11143,Pave,,AllPub,Somerst,1Fam,2Story,2004,Gable,PConc,SBrkr,2466,3,4,1,1,2,Normal,340000
379,11394,Pave,,AllPub,StoneBr,1Fam,1Story,2010,Hip,PConc,SBrkr,1856,1,1,1,1,3,Partial,394432
380,8123,Pave,,AllPub,Gilbert,1Fam,2Story,2000,Gable,PConc,SBrkr,1800,2,3,1,1,2,Normal,179000
381,5000,Pave,Pave,AllPub,SWISU,1Fam,1.5Fin,1924,Gable,BrkTil,SBrkr,1691,2,3,1,1,1,Normal,127000
382,7200,Pave,Pave,AllPub,Somerst,1Fam,1Story,2006,Gable,PConc,SBrkr,1301,2,2,1,1,2,Partial,187750
383,9245,Pave,,AllPub,CollgCr,1Fam,2Story,2006,Gable,PConc,SBrkr,1797,2,3,1,0,2,Normal,213500
384,9000,Pave,,AllPub,SawyerW,1Fam,1.5Unf,1928,Gable,BrkTil,FuseA,784,1,2,1,0,2,Normal,76000
385,53107,Pave,,AllPub,ClearCr,1Fam,2Story,1992,Gable,PConc,SBrkr,1953,2,3,1,2,2,Normal,240000
386,3182,Pave,,AllPub,Blmngtn,TwnhsE,1Story,2004,Gable,PConc,SBrkr,1269,2,2,1,1,2,Normal,192000
387,8410,Pave,,AllPub,Edwards,1Fam,1.5Fin,1910,Gambrel,PConc,SBrkr,1184,1,5,1,0,0,AdjLand,81000
388,7200,Pave,,AllPub,Edwards,1Fam,SLvl,1976,Hip,CBlock,SBrkr,1125,1,3,1,1,1,Abnorml,125000
389,9382,Pave,,AllPub,CollgCr,1Fam,1Story,1999,Gable,PConc,SBrkr,1479,2,3,1,0,2,Normal,191000
390,12474,Pave,,AllPub,NridgHt,1Fam,2Story,2007,Gable,PConc,SBrkr,2332,2,3,1,1,3,Partial,426000
391,8405,Pave,Grvl,AllPub,Edwards,1Fam,1.5Fin,1900,Gable,BrkTil,SBrkr,1367,1,4,1,0,1,Normal,119000
392,12209,Pave,,AllPub,Mitchel,1Fam,2Story,2001,Gable,PConc,SBrkr,1961,2,3,1,1,2,Normal,215000
393,8339,Pave,,AllPub,NAmes,1Fam,1Story,1959,Gable,Slab,SBrkr,882,1,3,1,0,1,Normal,106500
394,7446,Pave,,AllPub,BrkSide,1Fam,1Story,1941,Gable,CBlock,FuseA,788,1,2,1,2,0,Abnorml,100000
395,10134,Pave,,AllPub,OldTown,1Fam,1.5Fin,1940,Gable,CBlock,FuseA,1034,1,2,1,0,1,Normal,109000
396,9571,Pave,,AllPub,Edwards,1Fam,1Story,1956,Gable,CBlock,SBrkr,1144,1,3,1,0,1,Normal,129000
397,7200,Pave,,AllPub,CollgCr,1Fam,1Story,1972,Hip,CBlock,SBrkr,894,1,2,1,0,2,Normal,123000
398,7590,Pave,,AllPub,NAmes,1Fam,2Story,1962,Gable,CBlock,SBrkr,1812,2,4,1,1,1,Normal,169500
399,8967,Pave,,AllPub,IDOTRR,1Fam,1Story,1920,Gable,BrkTil,Mix,1077,1,2,1,0,1,Abnorml,67000
400,8125,Pave,,AllPub,Somerst,1Fam,2Story,2006,Gable,PConc,SBrkr,1550,2,2,1,0,2,Normal,241000
401,14963,Pave,,AllPub,Veenker,TwnhsE,1Story,1996,Gable,PConc,SBrkr,1288,1,1,1,2,2,Normal,245500
402,8767,Pave,,AllPub,CollgCr,1Fam,1Story,2005,Gable,PConc,SBrkr,1310,2,3,1,1,2,Partial,164990
403,10200,Pave,,AllPub,Sawyer,1Fam,1Story,1940,Gable,PConc,SBrkr,672,1,2,1,0,1,Normal,108000
404,12090,Pave,,AllPub,NoRidge,1Fam,2Story,1998,Hip,PConc,SBrkr,2263,2,4,1,1,2,Abnorml,258000
405,10364,Pave,,AllPub,Gilbert,1Fam,2Story,1995,Gable,PConc,SBrkr,1572,2,3,1,1,2,Normal,168000
406,9991,Pave,,AllPub,Sawyer,1Fam,1Story,1976,Gable,CBlock,SBrkr,1620,2,3,1,1,2,Normal,150000
407,10480,Pave,,AllPub,SWISU,1Fam,1.5Fin,1936,Gable,BrkTil,FuseA,1639,1,3,1,0,1,Normal,115000
